State,District,Crime Category,Crime Type,Incident Date,Reported Crimes
Negeri Sembilan,Port Dickson,property,Theft Other,2019,107
Negeri Sembilan,Port Dickson,property,Theft Other,2020,81
Negeri Sembilan,Port Dickson,property,Theft Other,2021,93
Negeri Sembilan,Port Dickson,property,Theft Other,2022,100
Negeri Sembilan,Port Dickson,property,Theft Vehicle Lorry,2016,12
Negeri Sembilan,Port Dickson,property,Theft Vehicle Lorry,2017,3
Negeri Sembilan,Port Dickson,property,Theft Vehicle Lorry,2018,2
Negeri Sembilan,Port Dickson,property,Theft Vehicle Lorry,2019,4
Negeri Sembilan,Port Dickson,property,Theft Vehicle Lorry,2020,1
Negeri Sembilan,Port Dickson,property,Theft Vehicle Lorry,2021,1
Negeri Sembilan,Port Dickson,property,Theft Vehicle Lorry,2022,0
Negeri Sembilan,Port Dickson,property,Theft Vehicle Motorcar,2016,20
Negeri Sembilan,Port Dickson,property,Theft Vehicle Motorcar,2017,14
Negeri Sembilan,Port Dickson,property,Theft Vehicle Motorcar,2018,18
Negeri Sembilan,Port Dickson,property,Theft Vehicle Motorcar,2019,26
Negeri Sembilan,Port Dickson,property,Theft Vehicle Motorcar,2020,6
Negeri Sembilan,Port Dickson,property,Theft Vehicle Motorcar,2021,8
Negeri Sembilan,Port Dickson,property,Theft Vehicle Motorcar,2022,2
Negeri Sembilan,Port Dickson,property,Theft Vehicle Motorcycle,2016,79
Negeri Sembilan,Port Dickson,property,Theft Vehicle Motorcycle,2017,69
Negeri Sembilan,Port Dickson,property,Theft Vehicle Motorcycle,2018,57
Negeri Sembilan,Port Dickson,property,Theft Vehicle Motorcycle,2019,52
Negeri Sembilan,Port Dickson,property,Theft Vehicle Motorcycle,2020,53
Negeri Sembilan,Port Dickson,property,Theft Vehicle Motorcycle,2021,23
Negeri Sembilan,Port Dickson,property,Theft Vehicle Motorcycle,2022,26
Negeri Sembilan,Rembau,assault,Every Crime,2016,32
Negeri Sembilan,Rembau,assault,Every Crime,2017,16
Negeri Sembilan,Rembau,assault,Every Crime,2018,31
Negeri Sembilan,Rembau,assault,Every Crime,2019,26
Negeri Sembilan,Rembau,assault,Every Crime,2020,19
Negeri Sembilan,Rembau,assault,Every Crime,2021,11
Negeri Sembilan,Rembau,assault,Every Crime,2022,14
Negeri Sembilan,Rembau,assault,Causing Injury,2016,12
Negeri Sembilan,Rembau,assault,Causing Injury,2017,7
Negeri Sembilan,Rembau,assault,Causing Injury,2018,9
Negeri Sembilan,Rembau,assault,Causing Injury,2019,12
Negeri Sembilan,Rembau,assault,Causing Injury,2020,6
Negeri Sembilan,Rembau,assault,Causing Injury,2021,6
Negeri Sembilan,Rembau,assault,Causing Injury,2022,3
Negeri Sembilan,Rembau,assault,Murder,2016,2
Negeri Sembilan,Rembau,assault,Murder,2017,0
Negeri Sembilan,Rembau,assault,Murder,2018,1
Negeri Sembilan,Rembau,assault,Murder,2019,0
Negeri Sembilan,Rembau,assault,Murder,2020,0
Negeri Sembilan,Rembau,assault,Murder,2021,0
Negeri Sembilan,Rembau,assault,Murder,2022,0
Negeri Sembilan,Rembau,assault,Rape,2016,4
Negeri Sembilan,Rembau,assault,Rape,2017,2
Negeri Sembilan,Rembau,assault,Rape,2018,6
Negeri Sembilan,Rembau,assault,Rape,2019,4
Negeri Sembilan,Rembau,assault,Rape,2020,6
Negeri Sembilan,Rembau,assault,Rape,2021,0
Negeri Sembilan,Rembau,assault,Rape,2022,7
Negeri Sembilan,Rembau,assault,Robbery Gang Armed,2016,0
Negeri Sembilan,Rembau,assault,Robbery Gang Armed,2017,0
Negeri Sembilan,Rembau,assault,Robbery Gang Armed,2018,0
Negeri Sembilan,Rembau,assault,Robbery Gang Armed,2019,0
Negeri Sembilan,Rembau,assault,Robbery Gang Armed,2020,0
Negeri Sembilan,Rembau,assault,Robbery Gang Armed,2021,0
Negeri Sembilan,Rembau,assault,Robbery Gang Armed,2022,0
Negeri Sembilan,Rembau,assault,Robbery Gang Unarmed,2016,11
Negeri Sembilan,Rembau,assault,Robbery Gang Unarmed,2017,6
Negeri Sembilan,Rembau,assault,Robbery Gang Unarmed,2018,10
Negeri Sembilan,Rembau,assault,Robbery Gang Unarmed,2019,6
Negeri Sembilan,Rembau,assault,Robbery Gang Unarmed,2020,2
Negeri Sembilan,Rembau,assault,Robbery Gang Unarmed,2021,2
Negeri Sembilan,Rembau,assault,Robbery Gang Unarmed,2022,3
Negeri Sembilan,Rembau,assault,Robbery Solo Armed,2016,0
Negeri Sembilan,Rembau,assault,Robbery Solo Armed,2017,0
Negeri Sembilan,Rembau,assault,Robbery Solo Armed,2018,0
Negeri Sembilan,Rembau,assault,Robbery Solo Armed,2019,0
Negeri Sembilan,Rembau,assault,Robbery Solo Armed,2020,0
Negeri Sembilan,Rembau,assault,Robbery Solo Armed,2021,0
Negeri Sembilan,Rembau,assault,Robbery Solo Armed,2022,0
Negeri Sembilan,Rembau,assault,Robbery Solo Unarmed,2016,3
Negeri Sembilan,Rembau,assault,Robbery Solo Unarmed,2017,1
Negeri Sembilan,Rembau,assault,Robbery Solo Unarmed,2018,5
Negeri Sembilan,Rembau,assault,Robbery Solo Unarmed,2019,4
Negeri Sembilan,Rembau,assault,Robbery Solo Unarmed,2020,5
Negeri Sembilan,Rembau,assault,Robbery Solo Unarmed,2021,3
Negeri Sembilan,Rembau,assault,Robbery Solo Unarmed,2022,1
Negeri Sembilan,Rembau,property,Every Crime,2016,139
Negeri Sembilan,Rembau,property,Every Crime,2017,138
Negeri Sembilan,Rembau,property,Every Crime,2018,127
Negeri Sembilan,Rembau,property,Every Crime,2019,93
Negeri Sembilan,Rembau,property,Every Crime,2020,44
Negeri Sembilan,Rembau,property,Every Crime,2021,49
Negeri Sembilan,Rembau,property,Every Crime,2022,45
Negeri Sembilan,Rembau,property,Break In,2016,23
Negeri Sembilan,Rembau,property,Break In,2017,34
Negeri Sembilan,Rembau,property,Break In,2018,27
Negeri Sembilan,Rembau,property,Break In,2019,16
Negeri Sembilan,Rembau,property,Break In,2020,8
Negeri Sembilan,Rembau,property,Break In,2021,15
Negeri Sembilan,Rembau,property,Break In,2022,8
Negeri Sembilan,Rembau,property,Theft Other,2016,77
Negeri Sembilan,Rembau,property,Theft Other,2017,84
Negeri Sembilan,Rembau,property,Theft Other,2018,65
Negeri Sembilan,Rembau,property,Theft Other,2019,62
Negeri Sembilan,Rembau,property,Theft Other,2020,28
Negeri Sembilan,Rembau,property,Theft Other,2021,25
Negeri Sembilan,Rembau,property,Theft Other,2022,27
Negeri Sembilan,Rembau,property,Theft Vehicle Lorry,2016,4
Negeri Sembilan,Rembau,property,Theft Vehicle Lorry,2017,0
Negeri Sembilan,Rembau,property,Theft Vehicle Lorry,2018,3
Negeri Sembilan,Rembau,property,Theft Vehicle Lorry,2019,0
Negeri Sembilan,Rembau,property,Theft Vehicle Lorry,2020,0
Negeri Sembilan,Rembau,property,Theft Vehicle Lorry,2021,2
Negeri Sembilan,Rembau,property,Theft Vehicle Lorry,2022,0
Negeri Sembilan,Rembau,property,Theft Vehicle Motorcar,2016,3
Negeri Sembilan,Rembau,property,Theft Vehicle Motorcar,2017,1
Negeri Sembilan,Rembau,property,Theft Vehicle Motorcar,2018,5
Negeri Sembilan,Rembau,property,Theft Vehicle Motorcar,2019,0
Negeri Sembilan,Rembau,property,Theft Vehicle Motorcar,2020,0
Negeri Sembilan,Rembau,property,Theft Vehicle Motorcar,2021,0
Negeri Sembilan,Rembau,property,Theft Vehicle Motorcar,2022,2
Negeri Sembilan,Rembau,property,Theft Vehicle Motorcycle,2016,32
Negeri Sembilan,Rembau,property,Theft Vehicle Motorcycle,2017,19
Negeri Sembilan,Rembau,property,Theft Vehicle Motorcycle,2018,27
Negeri Sembilan,Rembau,property,Theft Vehicle Motorcycle,2019,15
Negeri Sembilan,Rembau,property,Theft Vehicle Motorcycle,2020,8
Negeri Sembilan,Rembau,property,Theft Vehicle Motorcycle,2021,7
Negeri Sembilan,Rembau,property,Theft Vehicle Motorcycle,2022,8
Negeri Sembilan,Seremban,assault,Every Crime,2016,386
Negeri Sembilan,Seremban,assault,Every Crime,2017,331
Negeri Sembilan,Seremban,assault,Every Crime,2018,310
Negeri Sembilan,Seremban,assault,Every Crime,2019,329
Negeri Sembilan,Seremban,assault,Every Crime,2020,204
Negeri Sembilan,Seremban,assault,Every Crime,2021,182
Negeri Sembilan,Seremban,assault,Every Crime,2022,158
Negeri Sembilan,Seremban,assault,Causing Injury,2016,73
Negeri Sembilan,Seremban,assault,Causing Injury,2017,70
Negeri Sembilan,Seremban,assault,Causing Injury,2018,72
Negeri Sembilan,Seremban,assault,Causing Injury,2019,88
Negeri Sembilan,Seremban,assault,Causing Injury,2020,60
Negeri Sembilan,Seremban,assault,Causing Injury,2021,99
Negeri Sembilan,Seremban,assault,Causing Injury,2022,57
Negeri Sembilan,Seremban,assault,Murder,2016,7
Negeri Sembilan,Seremban,assault,Murder,2017,4
Negeri Sembilan,Seremban,assault,Murder,2018,5
Negeri Sembilan,Seremban,assault,Murder,2019,6
Negeri Sembilan,Seremban,assault,Murder,2020,4
Negeri Sembilan,Seremban,assault,Murder,2021,5
Negeri Sembilan,Seremban,assault,Murder,2022,7
Negeri Sembilan,Seremban,assault,Rape,2016,36
Negeri Sembilan,Seremban,assault,Rape,2017,28
Negeri Sembilan,Seremban,assault,Rape,2018,30
Negeri Sembilan,Seremban,assault,Rape,2019,27
Negeri Sembilan,Seremban,assault,Rape,2020,26
Negeri Sembilan,Seremban,assault,Rape,2021,20
Negeri Sembilan,Seremban,assault,Rape,2022,22
Negeri Sembilan,Seremban,assault,Robbery Gang Armed,2016,1
Negeri Sembilan,Seremban,assault,Robbery Gang Armed,2017,0
Negeri Sembilan,Seremban,assault,Robbery Gang Armed,2018,0
Negeri Sembilan,Seremban,assault,Robbery Gang Armed,2019,0
Negeri Sembilan,Seremban,assault,Robbery Gang Armed,2020,0
Negeri Sembilan,Seremban,assault,Robbery Gang Armed,2021,0
Negeri Sembilan,Seremban,assault,Robbery Gang Armed,2022,0
Negeri Sembilan,Seremban,assault,Robbery Gang Unarmed,2016,169
Negeri Sembilan,Seremban,assault,Robbery Gang Unarmed,2017,169
Negeri Sembilan,Seremban,assault,Robbery Gang Unarmed,2018,123
Negeri Sembilan,Seremban,assault,Robbery Gang Unarmed,2019,132
Negeri Sembilan,Seremban,assault,Robbery Gang Unarmed,2020,48
Negeri Sembilan,Seremban,assault,Robbery Gang Unarmed,2021,32
Negeri Sembilan,Seremban,assault,Robbery Gang Unarmed,2022,39
Negeri Sembilan,Seremban,assault,Robbery Solo Armed,2016,1
Negeri Sembilan,Seremban,assault,Robbery Solo Armed,2017,0
Negeri Sembilan,Seremban,assault,Robbery Solo Armed,2018,1
Negeri Sembilan,Seremban,assault,Robbery Solo Armed,2019,0
Negeri Sembilan,Seremban,assault,Robbery Solo Armed,2020,0
Negeri Sembilan,Seremban,assault,Robbery Solo Armed,2021,0
Negeri Sembilan,Seremban,assault,Robbery Solo Armed,2022,1
Negeri Sembilan,Seremban,assault,Robbery Solo Unarmed,2016,99
Negeri Sembilan,Seremban,assault,Robbery Solo Unarmed,2017,60
Negeri Sembilan,Seremban,assault,Robbery Solo Unarmed,2018,79
Negeri Sembilan,Seremban,assault,Robbery Solo Unarmed,2019,76
Negeri Sembilan,Seremban,assault,Robbery Solo Unarmed,2020,66
Negeri Sembilan,Seremban,assault,Robbery Solo Unarmed,2021,26
Negeri Sembilan,Seremban,assault,Robbery Solo Unarmed,2022,32
Negeri Sembilan,Seremban,property,Every Crime,2016,1355
Negeri Sembilan,Seremban,property,Every Crime,2017,1199
Negeri Sembilan,Seremban,property,Every Crime,2018,1118
Negeri Sembilan,Seremban,property,Every Crime,2019,944
Negeri Sembilan,Seremban,property,Every Crime,2020,675
Negeri Sembilan,Seremban,property,Every Crime,2021,502
Negeri Sembilan,Seremban,property,Every Crime,2022,540
Negeri Sembilan,Seremban,property,Break In,2016,352
Negeri Sembilan,Seremban,property,Break In,2017,333
Negeri Sembilan,Seremban,property,Break In,2018,321
Negeri Sembilan,Seremban,property,Break In,2019,271
Negeri Sembilan,Seremban,property,Break In,2020,210
Negeri Sembilan,Seremban,property,Break In,2021,118
Negeri Sembilan,Seremban,property,Break In,2022,142
Negeri Sembilan,Seremban,property,Theft Other,2016,280
Negeri Sembilan,Seremban,property,Theft Other,2017,316
Negeri Sembilan,Seremban,property,Theft Other,2018,319
Negeri Sembilan,Seremban,property,Theft Other,2019,257
Negeri Sembilan,Seremban,property,Theft Other,2020,231
Negeri Sembilan,Seremban,property,Theft Other,2021,194
Negeri Sembilan,Seremban,property,Theft Other,2022,186
Negeri Sembilan,Seremban,property,Theft Vehicle Lorry,2016,69
Negeri Sembilan,Seremban,property,Theft Vehicle Lorry,2017,38
Negeri Sembilan,Seremban,property,Theft Vehicle Lorry,2018,32
Negeri Sembilan,Seremban,property,Theft Vehicle Lorry,2019,32
Negeri Sembilan,Seremban,property,Theft Vehicle Lorry,2020,13
Negeri Sembilan,Seremban,property,Theft Vehicle Lorry,2021,14
Negeri Sembilan,Seremban,property,Theft Vehicle Lorry,2022,4
Negeri Sembilan,Seremban,property,Theft Vehicle Motorcar,2016,102
Negeri Sembilan,Seremban,property,Theft Vehicle Motorcar,2017,109
Negeri Sembilan,Seremban,property,Theft Vehicle Motorcar,2018,87
Negeri Sembilan,Seremban,property,Theft Vehicle Motorcar,2019,85
Negeri Sembilan,Seremban,property,Theft Vehicle Motorcar,2020,54
Negeri Sembilan,Seremban,property,Theft Vehicle Motorcar,2021,36
Negeri Sembilan,Seremban,property,Theft Vehicle Motorcar,2022,48
Negeri Sembilan,Seremban,property,Theft Vehicle Motorcycle,2016,552
Negeri Sembilan,Seremban,property,Theft Vehicle Motorcycle,2017,403
Negeri Sembilan,Seremban,property,Theft Vehicle Motorcycle,2018,359
Negeri Sembilan,Seremban,property,Theft Vehicle Motorcycle,2019,299
Negeri Sembilan,Seremban,property,Theft Vehicle Motorcycle,2020,167
Negeri Sembilan,Seremban,property,Theft Vehicle Motorcycle,2021,140
Negeri Sembilan,Seremban,property,Theft Vehicle Motorcycle,2022,160
Negeri Sembilan,Tampin,assault,Every Crime,2016,63
Negeri Sembilan,Tampin,assault,Every Crime,2017,39
Negeri Sembilan,Tampin,assault,Every Crime,2018,35
Negeri Sembilan,Tampin,assault,Every Crime,2019,23
Negeri Sembilan,Tampin,assault,Every Crime,2020,16
Negeri Sembilan,Tampin,assault,Every Crime,2021,24
Negeri Sembilan,Tampin,assault,Every Crime,2022,20
Negeri Sembilan,Tampin,assault,Causing Injury,2016,20
Negeri Sembilan,Tampin,assault,Causing Injury,2017,11
Negeri Sembilan,Tampin,assault,Causing Injury,2018,16
Negeri Sembilan,Tampin,assault,Causing Injury,2019,7
Negeri Sembilan,Tampin,assault,Causing Injury,2020,4
Negeri Sembilan,Tampin,assault,Causing Injury,2021,12
Negeri Sembilan,Tampin,assault,Causing Injury,2022,10
Negeri Sembilan,Tampin,assault,Murder,2016,0
Negeri Sembilan,Tampin,assault,Murder,2017,1
Negeri Sembilan,Tampin,assault,Murder,2018,0
Negeri Sembilan,Tampin,assault,Murder,2019,1
Negeri Sembilan,Tampin,assault,Murder,2020,1
Negeri Sembilan,Tampin,assault,Murder,2021,2
Negeri Sembilan,Tampin,assault,Murder,2022,1
Negeri Sembilan,Tampin,assault,Rape,2016,11
Negeri Sembilan,Tampin,assault,Rape,2017,10
Negeri Sembilan,Tampin,assault,Rape,2018,4
Negeri Sembilan,Tampin,assault,Rape,2019,0
Negeri Sembilan,Tampin,assault,Rape,2020,5
Negeri Sembilan,Tampin,assault,Rape,2021,3
Negeri Sembilan,Tampin,assault,Rape,2022,4
Negeri Sembilan,Tampin,assault,Robbery Gang Armed,2016,0
Negeri Sembilan,Tampin,assault,Robbery Gang Armed,2017,0
Negeri Sembilan,Tampin,assault,Robbery Gang Armed,2018,0
Negeri Sembilan,Tampin,assault,Robbery Gang Armed,2019,0
Negeri Sembilan,Tampin,assault,Robbery Gang Armed,2020,0
Negeri Sembilan,Tampin,assault,Robbery Gang Armed,2021,0
Negeri Sembilan,Tampin,assault,Robbery Gang Armed,2022,0
Negeri Sembilan,Tampin,assault,Robbery Gang Unarmed,2016,17
Negeri Sembilan,Tampin,assault,Robbery Gang Unarmed,2017,14
Negeri Sembilan,Tampin,assault,Robbery Gang Unarmed,2018,7
Negeri Sembilan,Tampin,assault,Robbery Gang Unarmed,2019,3
Negeri Sembilan,Tampin,assault,Robbery Gang Unarmed,2020,3
Negeri Sembilan,Tampin,assault,Robbery Gang Unarmed,2021,4
Negeri Sembilan,Tampin,assault,Robbery Gang Unarmed,2022,1
Negeri Sembilan,Tampin,assault,Robbery Solo Armed,2016,0
Negeri Sembilan,Tampin,assault,Robbery Solo Armed,2017,0
Negeri Sembilan,Tampin,assault,Robbery Solo Armed,2018,0
Negeri Sembilan,Tampin,assault,Robbery Solo Armed,2019,0
Negeri Sembilan,Tampin,assault,Robbery Solo Armed,2020,0
Negeri Sembilan,Tampin,assault,Robbery Solo Armed,2021,0
Negeri Sembilan,Tampin,assault,Robbery Solo Armed,2022,0
Negeri Sembilan,Tampin,assault,Robbery Solo Unarmed,2016,15
Negeri Sembilan,Tampin,assault,Robbery Solo Unarmed,2017,3
Negeri Sembilan,Tampin,assault,Robbery Solo Unarmed,2018,8
Negeri Sembilan,Tampin,assault,Robbery Solo Unarmed,2019,12
Negeri Sembilan,Tampin,assault,Robbery Solo Unarmed,2020,3
Negeri Sembilan,Tampin,assault,Robbery Solo Unarmed,2021,3
Negeri Sembilan,Tampin,assault,Robbery Solo Unarmed,2022,4
Negeri Sembilan,Tampin,property,Every Crime,2016,231
Negeri Sembilan,Tampin,property,Every Crime,2017,171
Negeri Sembilan,Tampin,property,Every Crime,2018,177
Negeri Sembilan,Tampin,property,Every Crime,2019,140
Negeri Sembilan,Tampin,property,Every Crime,2020,116
Negeri Sembilan,Tampin,property,Every Crime,2021,90
Negeri Sembilan,Tampin,property,Every Crime,2022,87
Negeri Sembilan,Tampin,property,Break In,2016,88
Negeri Sembilan,Tampin,property,Break In,2017,48
Negeri Sembilan,Tampin,property,Break In,2018,66
Negeri Sembilan,Tampin,property,Break In,2019,45
Negeri Sembilan,Tampin,property,Break In,2020,45
Negeri Sembilan,Tampin,property,Break In,2021,24
Negeri Sembilan,Tampin,property,Break In,2022,25
Negeri Sembilan,Tampin,property,Theft Other,2016,70
Negeri Sembilan,Tampin,property,Theft Other,2017,82
Negeri Sembilan,Tampin,property,Theft Other,2018,78
Negeri Sembilan,Tampin,property,Theft Other,2019,65
Negeri Sembilan,Tampin,property,Theft Other,2020,25
Negeri Sembilan,Tampin,property,Theft Other,2021,45
Negeri Sembilan,Tampin,property,Theft Other,2022,39
Negeri Sembilan,Tampin,property,Theft Vehicle Lorry,2016,6
Negeri Sembilan,Tampin,property,Theft Vehicle Lorry,2017,2
Negeri Sembilan,Tampin,property,Theft Vehicle Lorry,2018,1
Negeri Sembilan,Tampin,property,Theft Vehicle Lorry,2019,0
Negeri Sembilan,Tampin,property,Theft Vehicle Lorry,2020,1
Negeri Sembilan,Tampin,property,Theft Vehicle Lorry,2021,1
Negeri Sembilan,Tampin,property,Theft Vehicle Lorry,2022,0
Negeri Sembilan,Tampin,property,Theft Vehicle Motorcar,2016,12
Negeri Sembilan,Tampin,property,Theft Vehicle Motorcar,2017,5
Negeri Sembilan,Tampin,property,Theft Vehicle Motorcar,2018,3
Negeri Sembilan,Tampin,property,Theft Vehicle Motorcar,2019,1
Negeri Sembilan,Tampin,property,Theft Vehicle Motorcar,2020,5
Negeri Sembilan,Tampin,property,Theft Vehicle Motorcar,2021,2
Negeri Sembilan,Tampin,property,Theft Vehicle Motorcar,2022,3
Negeri Sembilan,Tampin,property,Theft Vehicle Motorcycle,2016,55
Negeri Sembilan,Tampin,property,Theft Vehicle Motorcycle,2017,34
Negeri Sembilan,Tampin,property,Theft Vehicle Motorcycle,2018,29
Negeri Sembilan,Tampin,property,Theft Vehicle Motorcycle,2019,29
Negeri Sembilan,Tampin,property,Theft Vehicle Motorcycle,2020,40
Negeri Sembilan,Tampin,property,Theft Vehicle Motorcycle,2021,18
Negeri Sembilan,Tampin,property,Theft Vehicle Motorcycle,2022,20
Pahang,All,assault,Every Crime,2016,651
Pahang,All,assault,Every Crime,2017,656
Pahang,All,assault,Every Crime,2018,572
Pahang,All,assault,Every Crime,2019,595
Pahang,All,assault,Every Crime,2020,405
Pahang,All,assault,Every Crime,2021,413
Pahang,All,assault,Every Crime,2022,395
Pahang,All,assault,Causing Injury,2016,209
Pahang,All,assault,Causing Injury,2017,188
Pahang,All,assault,Causing Injury,2018,199
Pahang,All,assault,Causing Injury,2019,226
Pahang,All,assault,Causing Injury,2020,155
Pahang,All,assault,Causing Injury,2021,204
Pahang,All,assault,Causing Injury,2022,192
Pahang,All,assault,Murder,2016,15
Pahang,All,assault,Murder,2017,16
Pahang,All,assault,Murder,2018,8
Pahang,All,assault,Murder,2019,16
Pahang,All,assault,Murder,2020,8
Pahang,All,assault,Murder,2021,11
Pahang,All,assault,Murder,2022,11
Pahang,All,assault,Rape,2016,134
Pahang,All,assault,Rape,2017,163
Pahang,All,assault,Rape,2018,109
Pahang,All,assault,Rape,2019,114
Pahang,All,assault,Rape,2020,98
Pahang,All,assault,Rape,2021,113
Pahang,All,assault,Rape,2022,118
Pahang,All,assault,Robbery Gang Armed,2016,0
Pahang,All,assault,Robbery Gang Armed,2017,1
Pahang,All,assault,Robbery Gang Armed,2018,2
Pahang,All,assault,Robbery Gang Armed,2019,1
Pahang,All,assault,Robbery Gang Armed,2020,0
Pahang,All,assault,Robbery Gang Armed,2021,0
Pahang,All,assault,Robbery Gang Armed,2022,1
Pahang,All,assault,Robbery Gang Unarmed,2016,234
Pahang,All,assault,Robbery Gang Unarmed,2017,201
Pahang,All,assault,Robbery Gang Unarmed,2018,164
Pahang,All,assault,Robbery Gang Unarmed,2019,152
Pahang,All,assault,Robbery Gang Unarmed,2020,58
Pahang,All,assault,Robbery Gang Unarmed,2021,40
Pahang,All,assault,Robbery Gang Unarmed,2022,41
Pahang,All,assault,Robbery Solo Armed,2016,1
Pahang,All,assault,Robbery Solo Armed,2017,0
Pahang,All,assault,Robbery Solo Armed,2018,0
Pahang,All,assault,Robbery Solo Armed,2019,0
Pahang,All,assault,Robbery Solo Armed,2020,0
Pahang,All,assault,Robbery Solo Armed,2021,0
Pahang,All,assault,Robbery Solo Armed,2022,0
Pahang,All,assault,Robbery Solo Unarmed,2016,58
Pahang,All,assault,Robbery Solo Unarmed,2017,87
Pahang,All,assault,Robbery Solo Unarmed,2018,90
Pahang,All,assault,Robbery Solo Unarmed,2019,86
Pahang,All,assault,Robbery Solo Unarmed,2020,86
Pahang,All,assault,Robbery Solo Unarmed,2021,45
Pahang,All,assault,Robbery Solo Unarmed,2022,32
Pahang,All,property,Every Crime,2016,3126
Pahang,All,property,Every Crime,2017,2951
Pahang,All,property,Every Crime,2018,3012
Pahang,All,property,Every Crime,2019,2676
Pahang,All,property,Every Crime,2020,1926
Pahang,All,property,Every Crime,2021,1643
Pahang,All,property,Every Crime,2022,1489
Pahang,All,property,Break In,2016,719
Pahang,All,property,Break In,2017,794
Pahang,All,property,Break In,2018,861
Pahang,All,property,Break In,2019,718
Pahang,All,property,Break In,2020,604
Pahang,All,property,Break In,2021,478
Pahang,All,property,Break In,2022,423
Pahang,All,property,Theft Other,2016,651
Pahang,All,property,Theft Other,2017,712
Pahang,All,property,Theft Other,2018,1143
Pahang,All,property,Theft Other,2019,1086
Pahang,All,property,Theft Other,2020,712
Pahang,All,property,Theft Other,2021,771
Pahang,All,property,Theft Other,2022,648
Pahang,All,property,Theft Vehicle Lorry,2016,103
Pahang,All,property,Theft Vehicle Lorry,2017,58
Pahang,All,property,Theft Vehicle Lorry,2018,60
Pahang,All,property,Theft Vehicle Lorry,2019,29
Pahang,All,property,Theft Vehicle Lorry,2020,26
Pahang,All,property,Theft Vehicle Lorry,2021,13
Pahang,All,property,Theft Vehicle Lorry,2022,17
Pahang,All,property,Theft Vehicle Motorcar,2016,254
Pahang,All,property,Theft Vehicle Motorcar,2017,214
Pahang,All,property,Theft Vehicle Motorcar,2018,155
Pahang,All,property,Theft Vehicle Motorcar,2019,130
Pahang,All,property,Theft Vehicle Motorcar,2020,100
Pahang,All,property,Theft Vehicle Motorcar,2021,69
Pahang,All,property,Theft Vehicle Motorcar,2022,89
Pahang,All,property,Theft Vehicle Motorcycle,2016,1399
Pahang,All,property,Theft Vehicle Motorcycle,2017,1173
Pahang,All,property,Theft Vehicle Motorcycle,2018,793
Pahang,All,property,Theft Vehicle Motorcycle,2019,713
Pahang,All,property,Theft Vehicle Motorcycle,2020,484
Pahang,All,property,Theft Vehicle Motorcycle,2021,312
Pahang,All,property,Theft Vehicle Motorcycle,2022,312
Pahang,Bentong,assault,Every Crime,2016,67
Pahang,Bentong,assault,Every Crime,2017,47
Pahang,Bentong,assault,Every Crime,2018,55
Pahang,Bentong,assault,Every Crime,2019,69
Pahang,Bentong,assault,Every Crime,2020,43
Pahang,Bentong,assault,Every Crime,2021,34
Pahang,Bentong,assault,Every Crime,2022,48
Pahang,Bentong,assault,Causing Injury,2016,33
Pahang,Bentong,assault,Causing Injury,2017,24
Pahang,Bentong,assault,Causing Injury,2018,30
Pahang,Bentong,assault,Causing Injury,2019,22
Pahang,Bentong,assault,Causing Injury,2020,18
Pahang,Bentong,assault,Causing Injury,2021,12
Pahang,Bentong,assault,Causing Injury,2022,25
Pahang,Bentong,assault,Murder,2016,2
Pahang,Bentong,assault,Murder,2017,2
Pahang,Bentong,assault,Murder,2018,1
Pahang,Bentong,assault,Murder,2019,5
Pahang,Bentong,assault,Murder,2020,1
Pahang,Bentong,assault,Murder,2021,2
Pahang,Bentong,assault,Murder,2022,1
Pahang,Bentong,assault,Rape,2016,3
Pahang,Bentong,assault,Rape,2017,7
Pahang,Bentong,assault,Rape,2018,5
Pahang,Bentong,assault,Rape,2019,12
Pahang,Bentong,assault,Rape,2020,6
Pahang,Bentong,assault,Rape,2021,8
Pahang,Bentong,assault,Rape,2022,8
Pahang,Bentong,assault,Robbery Gang Armed,2016,0
Pahang,Bentong,assault,Robbery Gang Armed,2017,0
Pahang,Bentong,assault,Robbery Gang Armed,2018,0
Pahang,Bentong,assault,Robbery Gang Armed,2019,0
Pahang,Bentong,assault,Robbery Gang Armed,2020,0
Pahang,Bentong,assault,Robbery Gang Armed,2021,0
Pahang,Bentong,assault,Robbery Gang Armed,2022,0
Pahang,Bentong,assault,Robbery Gang Unarmed,2016,21
Pahang,Bentong,assault,Robbery Gang Unarmed,2017,6
Pahang,Bentong,assault,Robbery Gang Unarmed,2018,12
Pahang,Bentong,assault,Robbery Gang Unarmed,2019,20
Pahang,Bentong,assault,Robbery Gang Unarmed,2020,6
Pahang,Bentong,assault,Robbery Gang Unarmed,2021,5
Pahang,Bentong,assault,Robbery Gang Unarmed,2022,7
Pahang,Bentong,assault,Robbery Solo Armed,2016,0
Pahang,Bentong,assault,Robbery Solo Armed,2017,0
Pahang,Bentong,assault,Robbery Solo Armed,2018,0
Pahang,Bentong,assault,Robbery Solo Armed,2019,0
Pahang,Bentong,assault,Robbery Solo Armed,2020,0
Pahang,Bentong,assault,Robbery Solo Armed,2021,0
Pahang,Bentong,assault,Robbery Solo Armed,2022,0
Pahang,Bentong,assault,Robbery Solo Unarmed,2016,8
Pahang,Bentong,assault,Robbery Solo Unarmed,2017,8
Pahang,Bentong,assault,Robbery Solo Unarmed,2018,7
Pahang,Bentong,assault,Robbery Solo Unarmed,2019,10
