State,District,Crime Category,Crime Type,Incident Date,Reported Crimes
Sabah,Kota Kinabatangan,assault,Murder,2018,5
Sabah,Kota Kinabatangan,assault,Murder,2019,2
Sabah,Kota Kinabatangan,assault,Murder,2020,2
Sabah,Kota Kinabatangan,assault,Murder,2021,1
Sabah,Kota Kinabatangan,assault,Murder,2022,2
Sabah,Kota Kinabatangan,assault,Rape,2016,4
Sabah,Kota Kinabatangan,assault,Rape,2017,9
Sabah,Kota Kinabatangan,assault,Rape,2018,4
Sabah,Kota Kinabatangan,assault,Rape,2019,1
Sabah,Kota Kinabatangan,assault,Rape,2020,5
Sabah,Kota Kinabatangan,assault,Rape,2021,4
Sabah,Kota Kinabatangan,assault,Rape,2022,5
Sabah,Kota Kinabatangan,assault,Robbery Gang Armed,2016,0
Sabah,Kota Kinabatangan,assault,Robbery Gang Armed,2017,0
Sabah,Kota Kinabatangan,assault,Robbery Gang Armed,2018,0
Sabah,Kota Kinabatangan,assault,Robbery Gang Armed,2019,0
Sabah,Kota Kinabatangan,assault,Robbery Gang Armed,2020,0
Sabah,Kota Kinabatangan,assault,Robbery Gang Armed,2021,0
Sabah,Kota Kinabatangan,assault,Robbery Gang Armed,2022,0
Sabah,Kota Kinabatangan,assault,Robbery Gang Unarmed,2016,2
Sabah,Kota Kinabatangan,assault,Robbery Gang Unarmed,2017,0
Sabah,Kota Kinabatangan,assault,Robbery Gang Unarmed,2018,2
Sabah,Kota Kinabatangan,assault,Robbery Gang Unarmed,2019,3
Sabah,Kota Kinabatangan,assault,Robbery Gang Unarmed,2020,0
Sabah,Kota Kinabatangan,assault,Robbery Gang Unarmed,2021,0
Sabah,Kota Kinabatangan,assault,Robbery Gang Unarmed,2022,0
Sabah,Kota Kinabatangan,assault,Robbery Solo Armed,2016,0
Sabah,Kota Kinabatangan,assault,Robbery Solo Armed,2017,0
Sabah,Kota Kinabatangan,assault,Robbery Solo Armed,2018,0
Sabah,Kota Kinabatangan,assault,Robbery Solo Armed,2019,0
Sabah,Kota Kinabatangan,assault,Robbery Solo Armed,2020,0
Sabah,Kota Kinabatangan,assault,Robbery Solo Armed,2021,0
Sabah,Kota Kinabatangan,assault,Robbery Solo Armed,2022,0
Sabah,Kota Kinabatangan,assault,Robbery Solo Unarmed,2016,0
Sabah,Kota Kinabatangan,assault,Robbery Solo Unarmed,2017,1
Sabah,Kota Kinabatangan,assault,Robbery Solo Unarmed,2018,0
Sabah,Kota Kinabatangan,assault,Robbery Solo Unarmed,2019,0
Sabah,Kota Kinabatangan,assault,Robbery Solo Unarmed,2020,1
Sabah,Kota Kinabatangan,assault,Robbery Solo Unarmed,2021,0
Sabah,Kota Kinabatangan,assault,Robbery Solo Unarmed,2022,2
Sabah,Kota Kinabatangan,property,Every Crime,2016,39
Sabah,Kota Kinabatangan,property,Every Crime,2017,47
Sabah,Kota Kinabatangan,property,Every Crime,2018,64
Sabah,Kota Kinabatangan,property,Every Crime,2019,65
Sabah,Kota Kinabatangan,property,Every Crime,2020,46
Sabah,Kota Kinabatangan,property,Every Crime,2021,60
Sabah,Kota Kinabatangan,property,Every Crime,2022,52
Sabah,Kota Kinabatangan,property,Break In,2016,4
Sabah,Kota Kinabatangan,property,Break In,2017,11
Sabah,Kota Kinabatangan,property,Break In,2018,22
Sabah,Kota Kinabatangan,property,Break In,2019,28
Sabah,Kota Kinabatangan,property,Break In,2020,16
Sabah,Kota Kinabatangan,property,Break In,2021,14
Sabah,Kota Kinabatangan,property,Break In,2022,14
Sabah,Kota Kinabatangan,property,Theft Other,2016,14
Sabah,Kota Kinabatangan,property,Theft Other,2017,20
Sabah,Kota Kinabatangan,property,Theft Other,2018,24
Sabah,Kota Kinabatangan,property,Theft Other,2019,24
Sabah,Kota Kinabatangan,property,Theft Other,2020,26
Sabah,Kota Kinabatangan,property,Theft Other,2021,31
Sabah,Kota Kinabatangan,property,Theft Other,2022,28
Sabah,Kota Kinabatangan,property,Theft Vehicle Lorry,2016,0
Sabah,Kota Kinabatangan,property,Theft Vehicle Lorry,2017,0
Sabah,Kota Kinabatangan,property,Theft Vehicle Lorry,2018,0
Sabah,Kota Kinabatangan,property,Theft Vehicle Lorry,2019,2
Sabah,Kota Kinabatangan,property,Theft Vehicle Lorry,2020,0
Sabah,Kota Kinabatangan,property,Theft Vehicle Lorry,2021,2
Sabah,Kota Kinabatangan,property,Theft Vehicle Lorry,2022,1
Sabah,Kota Kinabatangan,property,Theft Vehicle Motorcar,2016,3
Sabah,Kota Kinabatangan,property,Theft Vehicle Motorcar,2017,4
Sabah,Kota Kinabatangan,property,Theft Vehicle Motorcar,2018,1
Sabah,Kota Kinabatangan,property,Theft Vehicle Motorcar,2019,0
Sabah,Kota Kinabatangan,property,Theft Vehicle Motorcar,2020,0
Sabah,Kota Kinabatangan,property,Theft Vehicle Motorcar,2021,2
Sabah,Kota Kinabatangan,property,Theft Vehicle Motorcar,2022,0
Sabah,Kota Kinabatangan,property,Theft Vehicle Motorcycle,2016,18
Sabah,Kota Kinabatangan,property,Theft Vehicle Motorcycle,2017,12
Sabah,Kota Kinabatangan,property,Theft Vehicle Motorcycle,2018,17
Sabah,Kota Kinabatangan,property,Theft Vehicle Motorcycle,2019,11
Sabah,Kota Kinabatangan,property,Theft Vehicle Motorcycle,2020,4
Sabah,Kota Kinabatangan,property,Theft Vehicle Motorcycle,2021,11
Sabah,Kota Kinabatangan,property,Theft Vehicle Motorcycle,2022,9
Sabah,Kota Marudu,assault,Every Crime,2016,18
Sabah,Kota Marudu,assault,Every Crime,2017,16
Sabah,Kota Marudu,assault,Every Crime,2018,11
Sabah,Kota Marudu,assault,Every Crime,2019,15
Sabah,Kota Marudu,assault,Every Crime,2020,16
Sabah,Kota Marudu,assault,Every Crime,2021,5
Sabah,Kota Marudu,assault,Every Crime,2022,15
Sabah,Kota Marudu,assault,Causing Injury,2016,7
Sabah,Kota Marudu,assault,Causing Injury,2017,8
Sabah,Kota Marudu,assault,Causing Injury,2018,4
Sabah,Kota Marudu,assault,Causing Injury,2019,3
Sabah,Kota Marudu,assault,Causing Injury,2020,4
Sabah,Kota Marudu,assault,Causing Injury,2021,0
Sabah,Kota Marudu,assault,Causing Injury,2022,5
Sabah,Kota Marudu,assault,Murder,2016,3
Sabah,Kota Marudu,assault,Murder,2017,0
Sabah,Kota Marudu,assault,Murder,2018,1
Sabah,Kota Marudu,assault,Murder,2019,1
Sabah,Kota Marudu,assault,Murder,2020,3
Sabah,Kota Marudu,assault,Murder,2021,0
Sabah,Kota Marudu,assault,Murder,2022,0
Sabah,Kota Marudu,assault,Rape,2016,7
Sabah,Kota Marudu,assault,Rape,2017,6
Sabah,Kota Marudu,assault,Rape,2018,5
Sabah,Kota Marudu,assault,Rape,2019,10
Sabah,Kota Marudu,assault,Rape,2020,9
Sabah,Kota Marudu,assault,Rape,2021,5
Sabah,Kota Marudu,assault,Rape,2022,9
Sabah,Kota Marudu,assault,Robbery Gang Armed,2016,0
Sabah,Kota Marudu,assault,Robbery Gang Armed,2017,0
Sabah,Kota Marudu,assault,Robbery Gang Armed,2018,0
Sabah,Kota Marudu,assault,Robbery Gang Armed,2019,0
Sabah,Kota Marudu,assault,Robbery Gang Armed,2020,0
Sabah,Kota Marudu,assault,Robbery Gang Armed,2021,0
Sabah,Kota Marudu,assault,Robbery Gang Armed,2022,0
Sabah,Kota Marudu,assault,Robbery Gang Unarmed,2016,1
Sabah,Kota Marudu,assault,Robbery Gang Unarmed,2017,0
Sabah,Kota Marudu,assault,Robbery Gang Unarmed,2018,1
Sabah,Kota Marudu,assault,Robbery Gang Unarmed,2019,0
Sabah,Kota Marudu,assault,Robbery Gang Unarmed,2020,0
Sabah,Kota Marudu,assault,Robbery Gang Unarmed,2021,0
Sabah,Kota Marudu,assault,Robbery Gang Unarmed,2022,0
Sabah,Kota Marudu,assault,Robbery Solo Armed,2016,0
Sabah,Kota Marudu,assault,Robbery Solo Armed,2017,0
Sabah,Kota Marudu,assault,Robbery Solo Armed,2018,0
Sabah,Kota Marudu,assault,Robbery Solo Armed,2019,0
Sabah,Kota Marudu,assault,Robbery Solo Armed,2020,0
Sabah,Kota Marudu,assault,Robbery Solo Armed,2021,0
Sabah,Kota Marudu,assault,Robbery Solo Armed,2022,0
Sabah,Kota Marudu,assault,Robbery Solo Unarmed,2016,0
Sabah,Kota Marudu,assault,Robbery Solo Unarmed,2017,2
Sabah,Kota Marudu,assault,Robbery Solo Unarmed,2018,0
Sabah,Kota Marudu,assault,Robbery Solo Unarmed,2019,1
Sabah,Kota Marudu,assault,Robbery Solo Unarmed,2020,0
Sabah,Kota Marudu,assault,Robbery Solo Unarmed,2021,0
Sabah,Kota Marudu,assault,Robbery Solo Unarmed,2022,1
Sabah,Kota Marudu,property,Every Crime,2016,51
Sabah,Kota Marudu,property,Every Crime,2017,86
Sabah,Kota Marudu,property,Every Crime,2018,107
Sabah,Kota Marudu,property,Every Crime,2019,97
Sabah,Kota Marudu,property,Every Crime,2020,52
Sabah,Kota Marudu,property,Every Crime,2021,54
Sabah,Kota Marudu,property,Every Crime,2022,66
Sabah,Kota Marudu,property,Break In,2016,20
Sabah,Kota Marudu,property,Break In,2017,26
Sabah,Kota Marudu,property,Break In,2018,39
Sabah,Kota Marudu,property,Break In,2019,35
Sabah,Kota Marudu,property,Break In,2020,19
Sabah,Kota Marudu,property,Break In,2021,27
Sabah,Kota Marudu,property,Break In,2022,40
Sabah,Kota Marudu,property,Theft Other,2016,21
Sabah,Kota Marudu,property,Theft Other,2017,42
Sabah,Kota Marudu,property,Theft Other,2018,45
Sabah,Kota Marudu,property,Theft Other,2019,52
Sabah,Kota Marudu,property,Theft Other,2020,26
Sabah,Kota Marudu,property,Theft Other,2021,23
Sabah,Kota Marudu,property,Theft Other,2022,19
Sabah,Kota Marudu,property,Theft Vehicle Lorry,2016,0
Sabah,Kota Marudu,property,Theft Vehicle Lorry,2017,1
Sabah,Kota Marudu,property,Theft Vehicle Lorry,2018,1
Sabah,Kota Marudu,property,Theft Vehicle Lorry,2019,1
Sabah,Kota Marudu,property,Theft Vehicle Lorry,2020,0
Sabah,Kota Marudu,property,Theft Vehicle Lorry,2021,0
Sabah,Kota Marudu,property,Theft Vehicle Lorry,2022,2
Sabah,Kota Marudu,property,Theft Vehicle Motorcar,2016,1
Sabah,Kota Marudu,property,Theft Vehicle Motorcar,2017,2
Sabah,Kota Marudu,property,Theft Vehicle Motorcar,2018,0
Sabah,Kota Marudu,property,Theft Vehicle Motorcar,2019,2
Sabah,Kota Marudu,property,Theft Vehicle Motorcar,2020,0
Sabah,Kota Marudu,property,Theft Vehicle Motorcar,2021,0
Sabah,Kota Marudu,property,Theft Vehicle Motorcar,2022,1
Sabah,Kota Marudu,property,Theft Vehicle Motorcycle,2016,9
Sabah,Kota Marudu,property,Theft Vehicle Motorcycle,2017,15
Sabah,Kota Marudu,property,Theft Vehicle Motorcycle,2018,22
Sabah,Kota Marudu,property,Theft Vehicle Motorcycle,2019,7
Sabah,Kota Marudu,property,Theft Vehicle Motorcycle,2020,7
Sabah,Kota Marudu,property,Theft Vehicle Motorcycle,2021,4
Sabah,Kota Marudu,property,Theft Vehicle Motorcycle,2022,4
Sabah,Kudat,assault,Every Crime,2016,8
Sabah,Kudat,assault,Every Crime,2017,14
Sabah,Kudat,assault,Every Crime,2018,12
Sabah,Kudat,assault,Every Crime,2019,6
Sabah,Kudat,assault,Every Crime,2020,7
Sabah,Kudat,assault,Every Crime,2021,9
Sabah,Kudat,assault,Every Crime,2022,12
Sabah,Kudat,assault,Causing Injury,2016,2
Sabah,Kudat,assault,Causing Injury,2017,6
Sabah,Kudat,assault,Causing Injury,2018,5
Sabah,Kudat,assault,Causing Injury,2019,0
Sabah,Kudat,assault,Causing Injury,2020,4
Sabah,Kudat,assault,Causing Injury,2021,3
Sabah,Kudat,assault,Causing Injury,2022,3
Sabah,Kudat,assault,Murder,2016,2
Sabah,Kudat,assault,Murder,2017,1
Sabah,Kudat,assault,Murder,2018,0
Sabah,Kudat,assault,Murder,2019,1
Sabah,Kudat,assault,Murder,2020,0
Sabah,Kudat,assault,Murder,2021,0
Sabah,Kudat,assault,Murder,2022,1
Sabah,Kudat,assault,Rape,2016,1
Sabah,Kudat,assault,Rape,2017,6
Sabah,Kudat,assault,Rape,2018,6
Sabah,Kudat,assault,Rape,2019,3
Sabah,Kudat,assault,Rape,2020,2
Sabah,Kudat,assault,Rape,2021,6
Sabah,Kudat,assault,Rape,2022,8
Sabah,Kudat,assault,Robbery Gang Armed,2016,0
Sabah,Kudat,assault,Robbery Gang Armed,2017,0
Sabah,Kudat,assault,Robbery Gang Armed,2018,0
Sabah,Kudat,assault,Robbery Gang Armed,2019,0
Sabah,Kudat,assault,Robbery Gang Armed,2020,0
Sabah,Kudat,assault,Robbery Gang Armed,2021,0
Sabah,Kudat,assault,Robbery Gang Armed,2022,0
Sabah,Kudat,assault,Robbery Gang Unarmed,2016,1
Sabah,Kudat,assault,Robbery Gang Unarmed,2017,0
Sabah,Kudat,assault,Robbery Gang Unarmed,2018,1
Sabah,Kudat,assault,Robbery Gang Unarmed,2019,1
Sabah,Kudat,assault,Robbery Gang Unarmed,2020,0
Sabah,Kudat,assault,Robbery Gang Unarmed,2021,0
Sabah,Kudat,assault,Robbery Gang Unarmed,2022,0
Sabah,Kudat,assault,Robbery Solo Armed,2016,0
Sabah,Kudat,assault,Robbery Solo Armed,2017,0
Sabah,Kudat,assault,Robbery Solo Armed,2018,0
Sabah,Kudat,assault,Robbery Solo Armed,2019,0
Sabah,Kudat,assault,Robbery Solo Armed,2020,0
Sabah,Kudat,assault,Robbery Solo Armed,2021,0
Sabah,Kudat,assault,Robbery Solo Armed,2022,0
Sabah,Kudat,assault,Robbery Solo Unarmed,2016,2
Sabah,Kudat,assault,Robbery Solo Unarmed,2017,1
Sabah,Kudat,assault,Robbery Solo Unarmed,2018,0
Sabah,Kudat,assault,Robbery Solo Unarmed,2019,1
Sabah,Kudat,assault,Robbery Solo Unarmed,2020,1
Sabah,Kudat,assault,Robbery Solo Unarmed,2021,0
Sabah,Kudat,assault,Robbery Solo Unarmed,2022,0
Sabah,Kudat,property,Every Crime,2016,51
Sabah,Kudat,property,Every Crime,2017,42
Sabah,Kudat,property,Every Crime,2018,42
Sabah,Kudat,property,Every Crime,2019,42
Sabah,Kudat,property,Every Crime,2020,27
Sabah,Kudat,property,Every Crime,2021,16
Sabah,Kudat,property,Every Crime,2022,26
Sabah,Kudat,property,Break In,2016,34
Sabah,Kudat,property,Break In,2017,15
Sabah,Kudat,property,Break In,2018,17
Sabah,Kudat,property,Break In,2019,18
Sabah,Kudat,property,Break In,2020,18
Sabah,Kudat,property,Break In,2021,9
Sabah,Kudat,property,Break In,2022,10
Sabah,Kudat,property,Theft Other,2016,11
Sabah,Kudat,property,Theft Other,2017,20
Sabah,Kudat,property,Theft Other,2018,22
Sabah,Kudat,property,Theft Other,2019,21
Sabah,Kudat,property,Theft Other,2020,9
Sabah,Kudat,property,Theft Other,2021,6
Sabah,Kudat,property,Theft Other,2022,14
Sabah,Kudat,property,Theft Vehicle Lorry,2016,0
Sabah,Kudat,property,Theft Vehicle Lorry,2017,0
Sabah,Kudat,property,Theft Vehicle Lorry,2018,0
Sabah,Kudat,property,Theft Vehicle Lorry,2019,0
Sabah,Kudat,property,Theft Vehicle Lorry,2020,0
Sabah,Kudat,property,Theft Vehicle Lorry,2021,0
Sabah,Kudat,property,Theft Vehicle Lorry,2022,0
Sabah,Kudat,property,Theft Vehicle Motorcar,2016,2
Sabah,Kudat,property,Theft Vehicle Motorcar,2017,1
Sabah,Kudat,property,Theft Vehicle Motorcar,2018,0
Sabah,Kudat,property,Theft Vehicle Motorcar,2019,1
Sabah,Kudat,property,Theft Vehicle Motorcar,2020,0
Sabah,Kudat,property,Theft Vehicle Motorcar,2021,1
Sabah,Kudat,property,Theft Vehicle Motorcar,2022,0
Sabah,Kudat,property,Theft Vehicle Motorcycle,2016,4
Sabah,Kudat,property,Theft Vehicle Motorcycle,2017,6
Sabah,Kudat,property,Theft Vehicle Motorcycle,2018,3
Sabah,Kudat,property,Theft Vehicle Motorcycle,2019,2
Sabah,Kudat,property,Theft Vehicle Motorcycle,2020,0
Sabah,Kudat,property,Theft Vehicle Motorcycle,2021,0
Sabah,Kudat,property,Theft Vehicle Motorcycle,2022,2
Sabah,Kunak,assault,Every Crime,2016,12
Sabah,Kunak,assault,Every Crime,2017,8
Sabah,Kunak,assault,Every Crime,2018,7
Sabah,Kunak,assault,Every Crime,2019,4
Sabah,Kunak,assault,Every Crime,2020,6
Sabah,Kunak,assault,Every Crime,2021,7
Sabah,Kunak,assault,Every Crime,2022,8
Sabah,Kunak,assault,Causing Injury,2016,5
Sabah,Kunak,assault,Causing Injury,2017,3
Sabah,Kunak,assault,Causing Injury,2018,1
Sabah,Kunak,assault,Causing Injury,2019,0
Sabah,Kunak,assault,Causing Injury,2020,0
Sabah,Kunak,assault,Causing Injury,2021,2
Sabah,Kunak,assault,Causing Injury,2022,3
Sabah,Kunak,assault,Murder,2016,0
Sabah,Kunak,assault,Murder,2017,0
Sabah,Kunak,assault,Murder,2018,0
Sabah,Kunak,assault,Murder,2019,0
Sabah,Kunak,assault,Murder,2020,0
Sabah,Kunak,assault,Murder,2021,1
Sabah,Kunak,assault,Murder,2022,1
Sabah,Kunak,assault,Rape,2016,4
Sabah,Kunak,assault,Rape,2017,2
Sabah,Kunak,assault,Rape,2018,4
Sabah,Kunak,assault,Rape,2019,0
Sabah,Kunak,assault,Rape,2020,3
Sabah,Kunak,assault,Rape,2021,1
Sabah,Kunak,assault,Rape,2022,1
Sabah,Kunak,assault,Robbery Gang Armed,2016,1
Sabah,Kunak,assault,Robbery Gang Armed,2017,0
Sabah,Kunak,assault,Robbery Gang Armed,2018,0
Sabah,Kunak,assault,Robbery Gang Armed,2019,0
Sabah,Kunak,assault,Robbery Gang Armed,2020,0
Sabah,Kunak,assault,Robbery Gang Armed,2021,0
Sabah,Kunak,assault,Robbery Gang Armed,2022,0
Sabah,Kunak,assault,Robbery Gang Unarmed,2016,2
Sabah,Kunak,assault,Robbery Gang Unarmed,2017,2
Sabah,Kunak,assault,Robbery Gang Unarmed,2018,1
Sabah,Kunak,assault,Robbery Gang Unarmed,2019,3
Sabah,Kunak,assault,Robbery Gang Unarmed,2020,1
Sabah,Kunak,assault,Robbery Gang Unarmed,2021,0
Sabah,Kunak,assault,Robbery Gang Unarmed,2022,0
Sabah,Kunak,assault,Robbery Solo Armed,2016,0
Sabah,Kunak,assault,Robbery Solo Armed,2017,0
Sabah,Kunak,assault,Robbery Solo Armed,2018,0
Sabah,Kunak,assault,Robbery Solo Armed,2019,0
Sabah,Kunak,assault,Robbery Solo Armed,2020,0
Sabah,Kunak,assault,Robbery Solo Armed,2021,0
Sabah,Kunak,assault,Robbery Solo Armed,2022,0
Sabah,Kunak,assault,Robbery Solo Unarmed,2016,0
Sabah,Kunak,assault,Robbery Solo Unarmed,2017,1
Sabah,Kunak,assault,Robbery Solo Unarmed,2018,1
Sabah,Kunak,assault,Robbery Solo Unarmed,2019,1
Sabah,Kunak,assault,Robbery Solo Unarmed,2020,2
Sabah,Kunak,assault,Robbery Solo Unarmed,2021,3
Sabah,Kunak,assault,Robbery Solo Unarmed,2022,3
Sabah,Kunak,property,Every Crime,2016,74
Sabah,Kunak,property,Every Crime,2017,87
Sabah,Kunak,property,Every Crime,2018,42
Sabah,Kunak,property,Every Crime,2019,66
Sabah,Kunak,property,Every Crime,2020,39
Sabah,Kunak,property,Every Crime,2021,37
Sabah,Kunak,property,Every Crime,2022,29
Sabah,Kunak,property,Break In,2016,42
Sabah,Kunak,property,Break In,2017,54
Sabah,Kunak,property,Break In,2018,13
Sabah,Kunak,property,Break In,2019,30
Sabah,Kunak,property,Break In,2020,24
Sabah,Kunak,property,Break In,2021,21
Sabah,Kunak,property,Break In,2022,12
Sabah,Kunak,property,Theft Other,2016,16
Sabah,Kunak,property,Theft Other,2017,24
Sabah,Kunak,property,Theft Other,2018,22
Sabah,Kunak,property,Theft Other,2019,28
Sabah,Kunak,property,Theft Other,2020,9
Sabah,Kunak,property,Theft Other,2021,12
Sabah,Kunak,property,Theft Other,2022,15
Sabah,Kunak,property,Theft Vehicle Lorry,2016,1
Sabah,Kunak,property,Theft Vehicle Lorry,2017,0
Sabah,Kunak,property,Theft Vehicle Lorry,2018,0
Sabah,Kunak,property,Theft Vehicle Lorry,2019,1
Sabah,Kunak,property,Theft Vehicle Lorry,2020,0
Sabah,Kunak,property,Theft Vehicle Lorry,2021,0
Sabah,Kunak,property,Theft Vehicle Lorry,2022,0
Sabah,Kunak,property,Theft Vehicle Motorcar,2016,4
Sabah,Kunak,property,Theft Vehicle Motorcar,2017,1
Sabah,Kunak,property,Theft Vehicle Motorcar,2018,0
Sabah,Kunak,property,Theft Vehicle Motorcar,2019,2
Sabah,Kunak,property,Theft Vehicle Motorcar,2020,1
Sabah,Kunak,property,Theft Vehicle Motorcar,2021,2
Sabah,Kunak,property,Theft Vehicle Motorcar,2022,1
Sabah,Kunak,property,Theft Vehicle Motorcycle,2016,11
Sabah,Kunak,property,Theft Vehicle Motorcycle,2017,8
Sabah,Kunak,property,Theft Vehicle Motorcycle,2018,7
Sabah,Kunak,property,Theft Vehicle Motorcycle,2019,5
Sabah,Kunak,property,Theft Vehicle Motorcycle,2020,5
Sabah,Kunak,property,Theft Vehicle Motorcycle,2021,2
Sabah,Kunak,property,Theft Vehicle Motorcycle,2022,1
Sabah,Lahad Datu,assault,Every Crime,2016,49
Sabah,Lahad Datu,assault,Every Crime,2017,48
Sabah,Lahad Datu,assault,Every Crime,2018,49
Sabah,Lahad Datu,assault,Every Crime,2019,44
Sabah,Lahad Datu,assault,Every Crime,2020,22
Sabah,Lahad Datu,assault,Every Crime,2021,24
Sabah,Lahad Datu,assault,Every Crime,2022,27
Sabah,Lahad Datu,assault,Causing Injury,2016,11
Sabah,Lahad Datu,assault,Causing Injury,2017,21
Sabah,Lahad Datu,assault,Causing Injury,2018,20
Sabah,Lahad Datu,assault,Causing Injury,2019,20
Sabah,Lahad Datu,assault,Causing Injury,2020,6
Sabah,Lahad Datu,assault,Causing Injury,2021,7
Sabah,Lahad Datu,assault,Causing Injury,2022,9
Sabah,Lahad Datu,assault,Murder,2016,9
Sabah,Lahad Datu,assault,Murder,2017,2
Sabah,Lahad Datu,assault,Murder,2018,2
Sabah,Lahad Datu,assault,Murder,2019,1
Sabah,Lahad Datu,assault,Murder,2020,2
Sabah,Lahad Datu,assault,Murder,2021,2
Sabah,Lahad Datu,assault,Murder,2022,1
Sabah,Lahad Datu,assault,Rape,2016,6
Sabah,Lahad Datu,assault,Rape,2017,9
Sabah,Lahad Datu,assault,Rape,2018,11
Sabah,Lahad Datu,assault,Rape,2019,16
Sabah,Lahad Datu,assault,Rape,2020,7
Sabah,Lahad Datu,assault,Rape,2021,11
Sabah,Lahad Datu,assault,Rape,2022,10
Sabah,Lahad Datu,assault,Robbery Gang Armed,2016,1
Sabah,Lahad Datu,assault,Robbery Gang Armed,2017,0
Sabah,Lahad Datu,assault,Robbery Gang Armed,2018,0
Sabah,Lahad Datu,assault,Robbery Gang Armed,2019,0
Sabah,Lahad Datu,assault,Robbery Gang Armed,2020,0
Sabah,Lahad Datu,assault,Robbery Gang Armed,2021,0
Sabah,Lahad Datu,assault,Robbery Gang Armed,2022,1
Sabah,Lahad Datu,assault,Robbery Gang Unarmed,2016,12
Sabah,Lahad Datu,assault,Robbery Gang Unarmed,2017,8
Sabah,Lahad Datu,assault,Robbery Gang Unarmed,2018,7
Sabah,Lahad Datu,assault,Robbery Gang Unarmed,2019,2
Sabah,Lahad Datu,assault,Robbery Gang Unarmed,2020,3
Sabah,Lahad Datu,assault,Robbery Gang Unarmed,2021,1
Sabah,Lahad Datu,assault,Robbery Gang Unarmed,2022,0
Sabah,Lahad Datu,assault,Robbery Solo Armed,2016,0
Sabah,Lahad Datu,assault,Robbery Solo Armed,2017,0
Sabah,Lahad Datu,assault,Robbery Solo Armed,2018,0
Sabah,Lahad Datu,assault,Robbery Solo Armed,2019,0
Sabah,Lahad Datu,assault,Robbery Solo Armed,2020,0
Sabah,Lahad Datu,assault,Robbery Solo Armed,2021,0
Sabah,Lahad Datu,assault,Robbery Solo Armed,2022,0
Sabah,Lahad Datu,assault,Robbery Solo Unarmed,2016,10
Sabah,Lahad Datu,assault,Robbery Solo Unarmed,2017,8
Sabah,Lahad Datu,assault,Robbery Solo Unarmed,2018,9
Sabah,Lahad Datu,assault,Robbery Solo Unarmed,2019,5
Sabah,Lahad Datu,assault,Robbery Solo Unarmed,2020,4
Sabah,Lahad Datu,assault,Robbery Solo Unarmed,2021,3
Sabah,Lahad Datu,assault,Robbery Solo Unarmed,2022,6
Sabah,Lahad Datu,property,Every Crime,2016,258
Sabah,Lahad Datu,property,Every Crime,2017,236
Sabah,Lahad Datu,property,Every Crime,2018,249
Sabah,Lahad Datu,property,Every Crime,2019,267
Sabah,Lahad Datu,property,Every Crime,2020,179
Sabah,Lahad Datu,property,Every Crime,2021,138
Sabah,Lahad Datu,property,Every Crime,2022,121
Sabah,Lahad Datu,property,Break In,2016,108
Sabah,Lahad Datu,property,Break In,2017,85
Sabah,Lahad Datu,property,Break In,2018,77
Sabah,Lahad Datu,property,Break In,2019,100
Sabah,Lahad Datu,property,Break In,2020,48
Sabah,Lahad Datu,property,Break In,2021,30
Sabah,Lahad Datu,property,Break In,2022,32
Sabah,Lahad Datu,property,Theft Other,2016,88
Sabah,Lahad Datu,property,Theft Other,2017,103
Sabah,Lahad Datu,property,Theft Other,2018,136
Sabah,Lahad Datu,property,Theft Other,2019,129
Sabah,Lahad Datu,property,Theft Other,2020,106
Sabah,Lahad Datu,property,Theft Other,2021,84
Sabah,Lahad Datu,property,Theft Other,2022,63
Sabah,Lahad Datu,property,Theft Vehicle Lorry,2016,0
Sabah,Lahad Datu,property,Theft Vehicle Lorry,2017,3
Sabah,Lahad Datu,property,Theft Vehicle Lorry,2018,0
Sabah,Lahad Datu,property,Theft Vehicle Lorry,2019,0
Sabah,Lahad Datu,property,Theft Vehicle Lorry,2020,0
Sabah,Lahad Datu,property,Theft Vehicle Lorry,2021,2
Sabah,Lahad Datu,property,Theft Vehicle Lorry,2022,1
Sabah,Lahad Datu,property,Theft Vehicle Motorcar,2016,3
Sabah,Lahad Datu,property,Theft Vehicle Motorcar,2017,8
Sabah,Lahad Datu,property,Theft Vehicle Motorcar,2018,5
Sabah,Lahad Datu,property,Theft Vehicle Motorcar,2019,3
Sabah,Lahad Datu,property,Theft Vehicle Motorcar,2020,0
Sabah,Lahad Datu,property,Theft Vehicle Motorcar,2021,6
Sabah,Lahad Datu,property,Theft Vehicle Motorcar,2022,2
Sabah,Lahad Datu,property,Theft Vehicle Motorcycle,2016,59
Sabah,Lahad Datu,property,Theft Vehicle Motorcycle,2017,37
Sabah,Lahad Datu,property,Theft Vehicle Motorcycle,2018,31
Sabah,Lahad Datu,property,Theft Vehicle Motorcycle,2019,35
Sabah,Lahad Datu,property,Theft Vehicle Motorcycle,2020,25
Sabah,Lahad Datu,property,Theft Vehicle Motorcycle,2021,16
Sabah,Lahad Datu,property,Theft Vehicle Motorcycle,2022,23
Sabah,Papar,assault,Every Crime,2016,20
Sabah,Papar,assault,Every Crime,2017,25
Sabah,Papar,assault,Every Crime,2018,42
Sabah,Papar,assault,Every Crime,2019,41
Sabah,Papar,assault,Every Crime,2020,41
Sabah,Papar,assault,Every Crime,2021,25
Sabah,Papar,assault,Every Crime,2022,13
Sabah,Papar,assault,Causing Injury,2016,13
Sabah,Papar,assault,Causing Injury,2017,10
